#{"solver": {"engine": {"type": "ExactEngine"}, "semiring": "GraphSemiring"}, "networks": [{"name": "mnist_net", "module": "MNIST_Net(\n  (softmax): Softmax(dim=1)\n  (encoder): Sequential(\n    (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1))\n    (1): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)\n    (2): ReLU(inplace=True)\n    (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))\n    (4): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)\n    (5): ReLU(inplace=True)\n  )\n  (classifier): Sequential(\n    (0): Linear(in_features=256, out_features=120, bias=True)\n    (1): ReLU()\n    (2): Linear(in_features=120, out_features=84, bias=True)\n    (3): ReLU()\n    (4): Linear(in_features=84, out_features=10, bias=True)\n  )\n)", "optimizer": "Adam (\nParameter Group 0\n    amsgrad: False\n    betas: (0.9, 0.999)\n    capturable: False\n    differentiable: False\n    eps: 1e-08\n    foreach: None\n    fused: None\n    lr: 0.001\n    maximize: False\n    weight_decay: 0\n)", "k": null}], "program": "nn(mnist_net,[X],Y,[0, 1, 2, 3, 4, 5, 6, 7, 8, 9])::digit(X,Y).\nnumber([],Result,Result).\nnumber([H | T],Acc,Result) :- digit(H,Nr), Acc2 is Nr+10*Acc, number(T,Acc2,Result).\nnumber(X,Y) :- number(X,0,Y).\nmulti_addition(X,Y,Z) :- number(X,X2), number(Y,Y2), Z is X2+Y2.\naddition(X,Y,Z) :- digit(X,X2), digit(Y,Y2), Z is X2+Y2.\n"}
#Accuracy 0.9646
i,time,loss,ground_time,compile_time,eval_time,total_iter_time
100,1.8567590713500977,2.758863478899002,0.0071442902088165285,0.01531448245048523,0.004804350137710571,0.02726312279701233
200,3.2797939777374268,2.5685137510299683,0.00721248984336853,0.015460398197174072,0.004788933992385864,0.027461822032928466
300,4.711759090423584,2.4730556812882423,0.007224383354187011,0.015481373071670532,0.004827384948730469,0.027533141374588014
400,6.1034181118011475,2.0803552095592024,0.00722296953201294,0.01548009991645813,0.004853755235671997,0.027556824684143066
500,7.306457042694092,1.3766924705666679,0.007185525894165039,0.015474497079849244,0.004484399557113648,0.02714442253112793
600,8.497591972351074,0.8582816044916399,0.007235596179962158,0.015455784797668458,0.004469051361083985,0.0271604323387146
700,9.66923213005066,0.8648848309152527,0.007242529392242431,0.015462461709976196,0.0043558192253112795,0.027060810327529907
800,10.838084936141968,0.6473423562682001,0.007222858667373658,0.015455807447433472,0.004355733394622803,0.027034399509429933
900,11.966048002243042,0.5172531189867732,0.007227123975753784,0.015453486442565919,0.004144653081893921,0.026825263500213622
1000,13.11466908454895,0.44254427471430974,0.007215964794158936,0.015482218265533447,0.004270024299621582,0.026968207359313965
1100,14.240839004516602,0.5272102367770276,0.007189522981643676,0.015482075214385986,0.004152299165725708,0.02682389736175537
1200,15.359537124633789,0.47724443275030354,0.0072066295146942135,0.015464633703231812,0.004128543138504029,0.026799806356430055
1300,16.499538898468018,0.42853489812870066,0.00723038911819458,0.015468159914016724,0.004215835332870483,0.026914384365081787
1400,17.597052097320557,0.46456282545747357,0.007202287912368774,0.015475258827209473,0.004031586647033692,0.02670913338661194
1500,18.738409996032715,0.42470899208201446,0.007230739593505859,0.01549813985824585,0.004261827468872071,0.02699070692062378
1600,19.837620973587036,0.2441513717332873,0.007203963994979859,0.015462963581085206,0.003987516164779663,0.026654443740844726
1700,20.91722011566162,0.3175551168939305,0.007220441102981567,0.015469046831130982,0.003965823650360107,0.026655311584472655
1800,22.065245151519775,0.5049244642746544,0.007249866724014282,0.015469075441360473,0.004239444732666016,0.02695838689804077
1900,23.162400007247925,0.3745852306771667,0.007243014574050903,0.015472954511642456,0.004016333818435669,0.026732302904129028
2000,24.2608060836792,0.40280964094588856,0.007215906381607056,0.015450434684753418,0.004013649225234985,0.02667999029159546
2100,25.404957056045532,0.3493929926597544,0.007199444770812988,0.015463120937347412,0.003968124389648438,0.02663069009780884
2200,26.680961847305298,0.4779544299222107,0.007210135459899902,0.01548935055732727,0.00407353401184082,0.026773020029067993
2300,27.989933967590332,0.29822282121516763,0.0072511243820190426,0.015454193353652954,0.003994792699813843,0.02670011043548584
2400,29.130045890808105,0.5063458716028435,0.007245023250579834,0.015457885265350342,0.004184606075286865,0.026887514591217042
2500,30.19820213317871,0.13840836063395728,0.007222304344177246,0.015479909181594849,0.00390247106552124,0.026604684591293334
2600,31.223409175872803,0.28462227681783964,0.007231260538101196,0.015444122552871704,0.003712921142578125,0.026388304233551027
2700,32.196484088897705,0.09138658649702258,0.0072187864780426025,0.015470484495162964,0.003445483446121216,0.02613475441932678
2800,33.23948311805725,0.3881841946761456,0.007240698337554931,0.015475846529006958,0.0038041675090789793,0.026520712375640867
2900,34.30169892311096,0.26260888157485124,0.007211463451385498,0.015476077795028687,0.0038784968852996825,0.026566038131713866
3000,35.370012044906616,0.2619045065688988,0.007243143320083618,0.015446692705154419,0.003899112939834595,0.02658894896507263
3100,36.39100790023804,0.21569529905776427,0.007226680517196655,0.015475257635116577,0.0036495721340179445,0.026351510286331176
3200,37.50370192527771,0.2300399848689543,0.007214432954788208,0.015453037023544312,0.0037487363815307618,0.026416206359863283
3300,38.76898908615112,0.40450700105116083,0.007203086614608765,0.015468541383743286,0.003974436521530151,0.026646064519882204
3400,39.964987993240356,0.1624162757430886,0.0072108650207519534,0.015476588010787964,0.0036609983444213868,0.026348451375961302
3500,41.06897807121277,0.22794727370399415,0.0072233819961547855,0.015484310388565063,0.0037592482566833497,0.0264669406414032
3600,42.12598013877869,0.2676569872588243,0.007225457429885864,0.015489882230758667,0.00385093092918396,0.02656627058982849
3700,43.16698217391968,0.3326222079406866,0.007244492769241333,0.015469005107879638,0.00379572868347168,0.026509226560592652
3800,44.16974687576294,0.15522770307666356,0.007234621047973633,0.015464197397232055,0.0036251866817474366,0.026324005126953126
3900,45.174903869628906,0.15574689879752873,0.00722669005393982,0.015475058555603027,0.003602452278137207,0.026304200887680054
4000,46.18175721168518,0.34569155616913394,0.007222694158554077,0.015461316108703613,0.0036411213874816893,0.02632513165473938
4100,47.166728019714355,0.10967448238056096,0.007242811918258667,0.01546665906906128,0.0034941768646240233,0.02620364785194397
4200,48.131240129470825,0.29967119640540313,0.007240307331085205,0.01546640157699585,0.003461517095565796,0.02616822600364685
4300,49.196937799453735,0.23080274488975508,0.00722641110420227,0.015478168725967406,0.003776315450668335,0.026480895280838013
4400,50.259953022003174,0.4109055330211467,0.0072413170337677,0.01547097682952881,0.003604574203491211,0.02631686806678772
4500,51.32988786697388,0.30331320301610004,0.007237035036087036,0.015449298620223999,0.003894169330596924,0.02658050298690796
