#{"solver": {"engine": {"type": "ExactEngine"}, "semiring": "GraphSemiring"}, "networks": [{"name": "mnist_net", "module": "MNIST_Net(\n  (softmax): Softmax(dim=1)\n  (encoder): Sequential(\n    (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1))\n    (1): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)\n    (2): ReLU(inplace=True)\n    (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))\n    (4): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)\n    (5): ReLU(inplace=True)\n  )\n  (classifier): Sequential(\n    (0): Linear(in_features=256, out_features=120, bias=True)\n    (1): ReLU()\n    (2): Linear(in_features=120, out_features=84, bias=True)\n    (3): ReLU()\n    (4): Linear(in_features=84, out_features=10, bias=True)\n  )\n)", "optimizer": "Adam (\nParameter Group 0\n    amsgrad: False\n    betas: (0.9, 0.999)\n    capturable: False\n    differentiable: False\n    eps: 1e-08\n    foreach: None\n    fused: None\n    lr: 0.001\n    maximize: False\n    weight_decay: 0\n)", "k": null}], "program": "nn(mnist_net,[X],Y,[0, 1, 2, 3, 4, 5, 6, 7, 8, 9])::digit(X,Y).\nnumber([],Result,Result).\nnumber([H | T],Acc,Result) :- digit(H,Nr), Acc2 is Nr+10*Acc, number(T,Acc2,Result).\nnumber(X,Y) :- number(X,0,Y).\nmulti_addition(X,Y,Z) :- number(X,X2), number(Y,Y2), Z is X2+Y2.\naddition(X,Y,Z) :- digit(X,X2), digit(Y,Y2), Z is X2+Y2.\n"}
#Accuracy 0.9558
i,time,loss,ground_time,compile_time,eval_time,total_iter_time
100,1.717952013015747,2.7541775274276734,0.007166997194290161,0.01555094838142395,0.004750456809997559,0.02746840238571167
200,2.9710400104522705,2.5709248925745487,0.007226361036300659,0.01602082133293152,0.004764293432235718,0.028011475801467896
300,4.220738649368286,2.322818347513676,0.007243055105209351,0.01593638300895691,0.004772224426269531,0.027951662540435792
400,5.476511001586914,1.9342227049171925,0.007229766845703125,0.016027370691299437,0.004789761304855347,0.02804689884185791
500,6.671375751495361,1.1914779596371228,0.007183219194412231,0.015912450551986694,0.004451643228530883,0.027547312974929808
600,7.859593868255615,0.6950896025294787,0.0072883951663970945,0.015901551246643067,0.004418895244598388,0.02760884165763855
700,9.016466856002808,0.8463152134214761,0.007251735925674439,0.0159841787815094,0.0042740428447723385,0.027509957551956177
800,10.195640802383423,0.5288794850851991,0.00723773717880249,0.015771377086639404,0.004412758350372315,0.02742187261581421
900,11.322875738143921,0.5151250326243462,0.007220388650894165,0.015818231105804444,0.004143356084823608,0.027181975841522217
1000,12.456916809082031,0.5118623865662086,0.007201228141784668,0.015865347385406493,0.004181200265884399,0.027247775793075562
1100,13.574816942214966,0.5042986143615235,0.007172063589096069,0.015903621912002563,0.004096270799636841,0.027171956300735475
1200,14.663196802139282,0.4119701150204673,0.007253985404968261,0.01577439785003662,0.00401792049407959,0.027046303749084472
1300,15.79128885269165,0.37613103220423,0.007215837240219116,0.016011810302734374,0.004133360385894775,0.027361007928848265
1400,16.855659008026123,0.45138318941605493,0.007177371978759766,0.01593138337135315,0.0038936161994934083,0.027002371549606323
1500,18.00162672996521,0.4346468789716528,0.007170044183731079,0.015846112966537474,0.004222416877746582,0.027238574028015137
1600,19.066364765167236,0.21477580425013001,0.007209646701812744,0.01590934157371521,0.0038856935501098634,0.027004681825637818
1700,20.150352716445923,0.34542272776269667,0.007229622602462769,0.015903693437576295,0.003935825824737549,0.027069141864776613
1800,21.285038709640503,0.5037888741054712,0.007246350049972534,0.015944221019744874,0.004145175218582153,0.02733574628829956
1900,22.38202476501465,0.405242937584444,0.00726033329963684,0.015744067430496216,0.004043670892715454,0.027048071622848512
2000,23.460636854171753,0.3322421458257031,0.007239762544631958,0.015824583768844606,0.003927499055862427,0.02699184536933899
2100,24.52863883972168,0.3288870761030375,0.007222021818161011,0.01574829697608948,0.0038990986347198484,0.026869417428970338
2200,25.638880014419556,0.5284563799499756,0.0071808421611785885,0.015912139415740968,0.004070113897323608,0.027163095474243164
2300,26.702541828155518,0.3224966702151869,0.007294356822967529,0.015952407121658324,0.003872731924057007,0.027119495868682862
2400,27.79489302635193,0.3786052401680354,0.007274290323257446,0.01594539999961853,0.003984154462814331,0.02720384478569031
2500,28.80366587638855,0.16886612802532316,0.007193787097930908,0.015836634635925294,0.003629639148712158,0.026660060882568358
2600,29.842519998550415,0.291198602165663,0.007255544662475586,0.015825645923614504,0.003724653720855713,0.0268058443069458
2700,30.853739023208618,0.18474733709553667,0.007236188650131226,0.01580673933029175,0.0036639988422393797,0.026706926822662354
2800,31.90446901321411,0.3587828325853074,0.007240086793899536,0.015850235223770142,0.003811589479446411,0.02690191149711609
2900,32.95443677902222,0.2862871600140938,0.0071794426441192626,0.015956233739852905,0.003843979835510254,0.026979656219482423
3000,34.03286600112915,0.2842534712441557,0.007269468307495117,0.01603590488433838,0.003926237821578979,0.027231611013412475
3100,35.01324391365051,0.23738554379081925,0.007169950008392334,0.01597049117088318,0.0035287249088287354,0.026669166088104247
3200,36.03603768348694,0.33395656100023474,0.007240417003631591,0.015844309329986574,0.003666445016860962,0.026751171350479126
3300,37.08139181137085,0.2980907194263586,0.007200355529785156,0.01572100281715393,0.0037914514541625977,0.026712809801101686
3400,38.058708906173706,0.15724393516802507,0.007207804918289184,0.015793896913528442,0.0034724271297454836,0.02647412896156311
3500,39.08742666244507,0.33192987634541815,0.007215362787246704,0.01597831130027771,0.0037594521045684814,0.026953126192092895
