#{"solver": {"engine": {"type": "ApproximateEngine", "heuristic": {"type": "GeometricMean"}, "k": 1}, "semiring": "GraphSemiring"}, "networks": [{"name": "mnist_net", "module": "MNIST_Net(\n  (softmax): Softmax(dim=1)\n  (encoder): Sequential(\n    (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1))\n    (1): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)\n    (2): ReLU(inplace=True)\n    (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))\n    (4): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)\n    (5): ReLU(inplace=True)\n  )\n  (classifier): Sequential(\n    (0): Linear(in_features=256, out_features=120, bias=True)\n    (1): ReLU()\n    (2): Linear(in_features=120, out_features=84, bias=True)\n    (3): ReLU()\n    (4): Linear(in_features=84, out_features=10, bias=True)\n  )\n)", "optimizer": "Adam (\nParameter Group 0\n    amsgrad: False\n    betas: (0.9, 0.999)\n    capturable: False\n    differentiable: False\n    eps: 1e-08\n    foreach: None\n    fused: None\n    lr: 0.001\n    maximize: False\n    weight_decay: 0\n)", "k": null}], "program": "nn(mnist_net,[X],Y,[0, 1, 2, 3, 4, 5, 6, 7, 8, 9])::digit(X,Y).\nnumber([],Result,Result).\nnumber([H | T],Acc,Result) :- digit(H,Nr), Acc2 is Nr+10*Acc, number(T,Acc2,Result).\nnumber(X,Y) :- number(X,0,Y).\nmulti_addition(X,Y,Z) :- number(X,X2), number(Y,Y2), Z is X2+Y2.\naddition(X,Y,Z) :- digit(X,X2), digit(Y,Y2), Z is X2+Y2.\n"}
#Accuracy 0.6182
i,time,loss,ground_time,compile_time,eval_time,total_iter_time
100,4.883742332458496,3.853961578607559,0.002577030658721924,0.015295745134353637,0.00021968722343444823,0.018092463016510008
200,9.663362264633179,3.75453901052475,0.002394154071807861,0.015297205448150634,0.00018372654914855957,0.017875086069107055
300,14.39818811416626,3.5973620212078092,0.002375836372375488,0.015160799026489258,0.0001889181137084961,0.017725553512573242
400,19.680527210235596,3.475365329384804,0.0031291139125823974,0.016584755182266236,0.0002052628993988037,0.019919131994247437
500,24.65388822555542,3.595669624209404,0.002806425094604492,0.015506148338317871,0.00017502903938293457,0.018487602472305298
600,29.47501826286316,3.187812175154686,0.0024922692775726316,0.015222462415695191,0.00018278002738952637,0.017897511720657348
700,34.36159324645996,2.9392965918779375,0.0025960421562194825,0.015393307209014892,0.00019603610038757325,0.01818538546562195
800,39.292869329452515,2.7906459379196167,0.002404642105102539,0.015283920764923097,0.00018305659294128417,0.01787161946296692
900,44.07767033576965,2.5638772618770598,0.0023532187938690185,0.0151729416847229,0.00018140912055969238,0.01770756959915161
1000,48.82990527153015,2.4623049923777582,0.002396256923675537,0.015161149501800537,0.0001746058464050293,0.017732012271881103
1100,53.644585371017456,2.4155804178118707,0.0023704850673675537,0.015193644762039184,0.000179976224899292,0.01774410605430603
1200,58.44704532623291,2.2269450379908085,0.002479429244995117,0.015356305837631225,0.00018141508102416991,0.018017150163650512
1300,63.21656608581543,2.2442687818408014,0.002356874942779541,0.015264604091644287,0.00017563343048095702,0.017797112464904785
1400,67.9674642086029,2.1063605771958827,0.0023178482055664063,0.01516786813735962,0.00018629908561706543,0.01767201542854309
1500,72.70999121665955,2.079280545860529,0.002392010688781738,0.015158125162124635,0.00018449902534484864,0.01773463487625122
1600,77.97942614555359,1.6996175973862409,0.002714202404022217,0.016469708681106567,0.00020426511764526367,0.019388176202774048
1700,82.90229225158691,1.6545844653993844,0.0024273872375488283,0.01572664499282837,0.0001854729652404785,0.018339505195617677
1800,87.73532009124756,2.082299509048462,0.002469742298126221,0.015347142219543457,0.00018239259719848633,0.017999277114868165
1900,92.57161808013916,1.7662780803442002,0.0024026572704315186,0.01527753472328186,0.0001788926124572754,0.017859084606170653
2000,97.40272617340088,1.8161614855751396,0.002539677619934082,0.015319733619689942,0.00018095016479492188,0.018040361404418944
2100,102.3007161617279,1.8414414229243994,0.00251154899597168,0.015452700853347778,0.0001883673667907715,0.01815261721611023
2200,107.07878708839417,1.9202009148709476,0.002444957494735718,0.015203615427017212,0.00018621325492858886,0.01783478617668152
2300,111.94400119781494,1.7617543271929026,0.0024520516395568847,0.015483814477920532,0.0001972365379333496,0.018133102655410765
2400,116.97930121421814,1.8216663247719407,0.0026562607288360598,0.01605340838432312,0.00018809914588928224,0.018897768259048462
2500,121.79976034164429,1.4129457256756723,0.0024295222759246828,0.015232300758361817,0.00018735647201538087,0.01784917950630188
